content,lable
한 컷이 이렇게나 길면 스크롤 내리면서 너무 머리가 아파요..,0
아마..,1
이래 저래 봤을때 50%이상은 진행된거 같고 독자들 하는 꼬라지 보니깐 적당히 스퍼트 올릴거 같은데 쟤네도 다같이 모여서 휴식 한번 주자 쟤들도 힘들겠다 사람 망가져,0
재미도 감동도 없는 내용 그만..............,0
작가가 욕먹거나 비도덕한 짓을 한것도 아닌데 비판과 비난 여론이 너무 과한듯.,1
재미만 있는데 뭘 난리들일까,1
작화 ㅈㄴ 역한데 덴마때부터 빨아대던 덴퀴벌레들 ㄹㅇ 이제와서 같이 욕하는거 역겹네,0
어련히 중요하지 않은 부분에서 쳐내겠지 공들여 전투씬 그려놨는데 진도가 15년 걸리니 어쩌니 호들갑 떨고 별점이나 깎으면 기운 쭉 빠질듯..,1
전 화에 둥지는 55층이라 했는데 여기는 50층이네,0
포비더가문이 개밥일수도있잖아요,1
ㅋㅋㅋㅋㅋㅋ 누들누드까지가 딱좋았네,1
감놔라배놔라 하는 OOO들 차단좀 합시다,0
여러분..,1
갓핑크 보고 공부 좀 해라.,0
재밌는데 별테 뭐냐,0
머냐 2연속꽝이넹 ㅠㅠ,1
아우 캐릭터들 죄다 말 디게 많네..,0
라크 창 지금 고대종 창 아니잖음...,0
다음주꺼 보고도 고쳐지지 않으면 전 포기할게요 부탁드립니다,0
정식 연재 안 됐으면 소리소문 없이 묻혔을 거란 거.,1
이 만화를 보고나서 와이프한테 침묵으로 대들고 싶어졌습니다,1
아후 이 중요한전투신마다 눈이 아파 대충 8282내리고 보네,0
중간에 플레이 오타있네,0
그렇지만 작화가 최고인 웹툰은 많지 않다.,1
여태까지 조금 재미가 없어도 그냥 봤지만 와....,0
진짜 신박하누ㅋㅋㅋㅋ,1
왜 네이버는 잘 나가는 작품만잇으면 분량가지고 ㅈㄴ추잡하게 만들지??,0
징징거리는걸로 몇컷을 먹냐 ㅋㅋㅋ,1
작가님은 좋겠다,1
맞나??,1
저 정도 분량이면 차라리 7일 연재해야 하지 않나?,0
꼬긁 말풍선으로 가린거 개웃기네 ㅋㅋㅋ,1
"나화진, 복수의 서사",1
저도 육아맘 입장이라 일과 육아를 병행하는게 얼마나 힘든지 압니다.,1
묵혔다가 봐야 할 것 같아요....,1
이렇게 그려도 물고 빨아주는 독자들 많아서,1
저기… 강약조절이 잘 안되시는 것 같아요,0
아 속도 징징 짜증나네.,0
이런 걸로 댓글 돌려막으면서 주구장창 우려먹음 ㅋㅋㅋㅋ,0
내리는데 손가락만 겁나 아픔,0
브금 왜 들리지?,0
받아주는 네이버도 참ㅋㅋ,1
머하는 내용임?,1
정주행 하면 자연스럽게 흘러가고 재밌는데 스토리가 너무 방대하다보니 당시에 한 주마다 기다리면서 보면 ㅈㄴ 감질맛나고 답답하긴 했음,0
쿤보다 달리기도 못하는데,1
또라이,1
니들끼리 그거 돌려보든가,1
의태해서 막아야지 배운거 다 안쓰고 머함?,0
엑시즈니 TUS니 이런거 찾아서 공부해야 이해 할 수 있는 웹툰이 된거야??,0
조선은 이래서 안됨,0
또 말장난.,1
"왜 ""어쩌고""로 끝나",0
또 그냥 그럴듯한 떡밥만 뿌리면서 호기심만 자극하다 도망칠거면 단편만화로 끝내세요,0
그거 결론 못내고 중도취소한건가..?,1
분량은 더 짧네,0
8557,1
욕설 남발에 그림체는 떡 같고 스토리는 산으로 가고 어이가 없네,0
중력 뭐시기 하는것 치고는 너무 단순하고..,0
운공하면서 말도 하고..?,1
10화까지만 보고 하차한다.,1
막바지쯤에 플로라의 독백에서 검은 바탕의 말풍선에서 플레이라 나와있습니다,0
모든 웹툰이 같은 분량이 되어야하고 그래야하는것은 아닌것같아요.,0
이사람 만화 보지 마세요.,1
그림 어시들 통일좀 시켜요,0
아니 작가를 왜바꾸냐,0
대층하고 스토리로좀넘어가요,0
"하지만 예상보다 더 재미 없군,",0
진짜 초딩도 이런 대사는 안칠듯ㅋㅋㅋㅋㅋㅋㅋㅋㅋ,1
이상황에 유모는 포탄떨어지는 성벽에 메이드차림으로 올라왔네,1
댓글에 만족하며 갑니다.,1
오랜만에 재밌는작품 찾았다 싶었는데 순항을 못하고 왜캐 기우뚱거리냐...,0
기안84하고 똑같은 칙칙한 그림체 너무 싫다,0
하 아름답다,1
자왕난 떡밥은?,1
ㅋㅋㅋㅋ이 모양인데도 아직도 대깨신이 서식하고 있다는게 소름이네,1
별점 실화?,1
악어는 고대종… 언제 정신을 차리게될까요~~,1
여자 왼쪽 (우리시점 오른쪽) 핏자국이 좀 안이상한대요?,0
텍스트가 너무 많고 이야기 진행이 더디다,0
12386,1
걍 그럭적럭 재밌게 봤는데 댓글 열고 놀랬네,1
아니 작가님도 한계라는게 있어 이놈들아 지금 저렇게 독이랑 효과 하나하나 다그려서 손목 ㅈㄴ 아플텐데 니들까지 미래의 일까지 들먹이면서 느리다고 하면 어떡하냐?,1
음 하차해야겟다 ..,1
오랜만에 갓핑크 정주행 중인데 갓핑크 보다가 신의 탑 보니 신의 탑 작화의 정신없음이 더 도드라져 보인다.,0
질질끌지 마시구요.,0
"그리고 교수들도 강의실 무단침입이 얼마나 큰 잘못인지도 분명 인지하는 사람인데 한 여학생의 ""헤헤 제 친구인데 한번만 봐주세요""라는 말만 듣고 그냥 용서하고 봐준다고..?",0
진짜 트로이메라이랑 아낙이랑 무슨 관계인지 궁금하네눈동자문양이 같은 이유가 뭘까...,1
나 : 나진짜화 : 화났다,1
ㅋㅋㅋ작가님 응원합니다,1
한번속으면 실수고 두번속으면 등신이고 세번속으면 공범이다,1
별점 왜 저러지...?.,1
솔직히 대단한스토리를 작화에서 다 말아먹네,0
스구시 누조 = 누구시조?,1
왜 명작에다가 싸구려 대사를 자꾸 집어넣으세요 ㅠㅠ,0
이젠 그냥 댓글 분위기나 여론이 ㅈ되겠구나 싶으면옛날 캐릭들 팔아서 연명하는 만화가 됐네ㅋㅋㅋㅋ,0
이거 별점 왜 8점대지?,1
센본 자크라 카게요시~~천본앵~,1
😒,1
보고가요,1
조규철 곧 있으면 일반교도소로 이감되는데 그걸 맞춰서 교도관을 나화진쪽 사람으로 꾸려서 제대로 조질생각인거 같음 면회가는 것도 그걸 엄포하러 가는 거고,1
강투지 강건마가 정상으로느껴지냐,1
고양이가 자이언트냐..,1
그냥 그럴 싸한 말만 하고.,1
"청영사형, 어디갔어요??",1
빠가야로,1
왜 이걸 따라하는지 이해가 안되네 기안이 그림을 잘 그린건 아니잖아,0
솔직히 일란성인데 한명만 공부를 못할순 없음,1
똥똥똥~~...,1
작가입장도 좀 생각하며 댓글을 다세요.,1
미ㅊ것들아 이 속도면 10년도 부족하다니깐,0
걱정 1도 안된다 ㅋㅋ,1
....??????,1
ㅋㅋㅋㅋㅋㅋ 약간 데드풀 순한맛 보는거같다 ㅋㅋㅋㅋㅋㅋ,1
그냥 재밌게 보면 안되나,1
남의 말에 속아 넘어가서 그렇게 당하고 또 당해더 또 남의 말에 혹해서 질질 끌려다니는 주인공,1
재밌는데,1
대충 히토○라던가 탑○이라던가,1
단행본17권 출간이 중요한게 아니라 뭔가 스크롤은 엄청 긴데 내용이 없음,0
중간에 오타.,0
스읍,1
완결 그냥 내지..,0
내가 볼 땐 잘 크고 있는 아이를 엄마가 다 망침.,0
자격지심 때문에 주인공에 자신을 투영하는 애들은 없지?,1
간땡이가 부었구만,1
2시간동안 쉬지않고 씨워서 100번이면 1분 넘긴애가 있는거 아닌가,1
영재잘생겨땅ㅎㅎ,1
빠꾸없는 놈들이 참 많네,1
오히려 전투씬없고 간결하게 컷이어가니까 집중이 더잘된느낌이네,0
근데 너무 큰문제가있다면 많은 사람들이 재미못느껴서 하락하는사태만 발생하지않길 바라는거.....,0
감사합니다,1
경제도 잘하고,1
무아지경 결사항전 굳이 강조 안해도 되는 대사를 강조해서 오그라들고.,0
다 좋은데 주인공 이름이 자꾸 거슬린다,0
아직도 연제중이였다니 놀랍군~,1
흩날려라..,1
웹툰으로 보니까 ㅈㄴ강해보인다,1
갑자기 여자애가 일주일 도서관 갔다가 온실속화초에서 에이스로 변하는게 좀 이상해요..,0
어휴....,1
경찰이 신고자 안찾음?,0
견족ㅜㅜ,1
이 도라에몽 그림체,1
장씨세가처럼 개성있게 잘그리는거도 아니고 대놓고 별로던데,0
제발 배경이 이상해졌잖아,0
로판으로 오세요..,0
zl존짱123,1
현대 웹툰판돈키호테 ㄷㄷㄷ,1
하나둘 하나둘 ㅇㅈㄹ하는건 질뿍이 생각하네,1
차라리 동생이 대리 시험 한번 봐주지 ㅋ,1
이번 화는 유독 짧네..!!,0
중2병도 아니고 초2병 수준의 유치함.,0
vs 공성전에서 꼴랑 세 배 들고 한 시간 컷 예상가슴이 옹졸해지는 싸움이네,1
아님 그냥 워리어들인가??,1
올리버한테나 마님이지 우리한테 마님이야?,1
아직 몇화 안나왔는데 바꾸는 거 어떰,0
최예요,1
이유는 없다 1점 주러 왔다.,1
아직도 연재를 하고 있다니대단한데,1
중력 쎄지는거임?,1
표정 엿같다,1
똥싸다 끊긴거마냥 끊어버리네,0
"인맥,이런게 존재하는건가봐.",1
차라리 현실성 흉내내는 설정 다 버리고 열등감에만 포커스를 맞추시던가.,0
갑자기 분노의질주,1
"대학 이외의 선택지를 제시하지 않는 사회에 대한 비판이라면야 할 말이 없지만, 주인공이 저모양이면 무슨 얘기를 해도 설득력이 떨어질듯",0
너무 긴장감 없고 재미없음...,0
요새너무짠데,0
뜬금없이 등장하는 휴대폰 아닌 마법통신.,0
90년대 만화인가여,1
2화까지 본 소감:지존이 잘생김,1
"작가님이나 리코팀이 댓글을 안 볼리도 없고, 오히려 누구보다 열심히 볼텐데 그래도 바뀌지 않는다면 그냥 이런 느낌을 포기하기 싫은거 아닐까요?",0
현실성 따져가며 볼 웹툰이 아닌듯 비판하는 포인트를 봐야지,0
기억상실 컨셉으로 이름만 좀 어떻게 못바꾸나,0
3년전에 거래 되게 재밌게봐서 매번 쿠키구워 봤는데 ㅎㅎ 신작이네요!,1
"왜 하차는 안하고 댓글로 불평불만만 늘어놓고, 지들이랑 다른 의견은 다 알바, 여론몰이라고 하지? ㅈㄴ",1
사람이름이 지존ㅋㅋ 아오 유치히ㅢ,1
2화보고접은유일한웹툰,0
원작 소설도 이럼?,1
아무 중학생이나 데려다 입시 제도 설명하라 해도 저보단 덜 이상하겠다,0
그걸 왜 묻지?,1
걍 가볍게 보기 좋은 뇌절개그만화인데 이 만화 하나에 요즘 한국웹툰 전체를 싸잡아 수준이 낫다니 등 이러고 있는게 어이없음,1
안쓰럽다,1
할아버지 T셨네....,1
그냥 제가 소설을 안보고 웹툰만 기다리면 되겠죠!,1
그림작가만 바꿩성야지 ㅆ ㅉㅉ,0
와 진짜 재대로다 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,1
더 게이머의 전철을 밟는 느낌인데그냥 순정만화를 그리시는게 낫지 않겠어요?,0
아직 에피소드 할거많은데 ㅠㅠ 에피소드 드리겠습니다,1
우왓 전작 잘봤는데 복귀 축하드립니다,1
주간연재 하는 웹툰에 그게 맞는 실드라고 생각해?,0
왜 창고에 관한 말이 없지?,0
차라리 지구가아닌 다른별이야기면 나았을듯..,0
저번 작품도 대차게 말아먹고..(꿈이야기),1
그림체 안좋다,0
개그만화인가,1
원로원주 걍 뒷방 늙은이 명예직이라 생각했는데 쎄서 놀랐음..ㄷㄷ,1
네이버 정식 연재면 채색에 대해 피드백을 주던 어시를달라고 하던 했어야지.,0
우렉이 말릴게 아니라 관리자가 증재 해야하는거 아님?,0
아 현실에서 저런 가면을 쓰는거였어..?,1
ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ 저친구도 어이가없네,1
그림 수준 너무 떨어진다,0
너무 적긴한데....,0
OOO네 스텟분배 이러더니 허구언날 조또 설명 없는 처음보는 스킬만 찍고 스텟이 없는거면 레벨 격차에서 체급차이는 왜 나는거며 히든클래스인데 조건만 알면 아무나 찍을수 있는거면 히든클래스도 아니고 조또 개연성 없이 시비털고 개연성 없이 그거 참교육하고 OOO 뭐 전생에 S급 헌터였는데 책펼쳐서 던전 알아보고 뭔 더적클래스였네 뭐네 하는데 그거 활용도 ㅈ도 없고 OOO다그냥,0
"액션씬은 이제 개나소나 신수 레이저포에, 의미를 알 수 없는 과한 확대씬에, 나락으로 떨어진 대사 수준에, 스토리 진행을 쪼개고 쪼개서 가끔 뭘 어딜 얼만큼 본건지 모르겠고, 여기에 설정 붕괴까지...",0
다음작품 구상이나 하면서 쉬는게 날거 같음....,0
🔖야스라챠 회군 명령.,1
슬슬 지겹다,0
아진짜 심하네 그림이,0
왜 여주 혼자 그림체가 다르냐,0
야마도네,1
"박아서 결과가 4,5일 수가 있음?",0
십가주 싸움이 하이랭커보다 못 한건 둘째치고 한 층 붕괴도 못 해?,0
쳇 박바퀴 형무소가서 유정이와 예리에게 쥐터져ㅛ으면 좋았을걸,1
ㅇㅈㄹ하는 말안되는 스토리는 아니지???,1
그래도 오늘은 재밌었는데,1
누구지?,1
노잼,0
"이 웹툰 구독자를 유튜브 올리버쌤 구독자라고 생각하지 마시고, 마님과 올리버쌤에 대해 아예 모르는 새로 만나는 네이버웹툰 구독자라고 가정하고 그리셔야 할 것 같아요.",0
네이버는 작가 관리 안하냐?!,0
대대손손 물려주고 싶어서 그런 건가 내 생에는 절대 완결 불가한다,1
이러면서ㅈ은 없어 이러네ㅋㅋㅋㅋ,1
덴마 결말이 너무 충격이었어…,1
엔키두가 아므즈를 죽였네,1
원래 이럴 생각이였어.,1
작업치네 ㅋㅋㅋㅋ,1
어떤일이 생겨서 이러이러해서 우리 어머님이 귀여워 라는 서사가 있어야지 뭔 걍 귀여워 끝....,0
글고 쿠키는 굽는사람마음이지 뭔 ㅋ 짧아서 돈값못하면 굽지마세여~,0
이게 스토리 반복보다 더 문제임,0
뭔지 모르겠고 1점 달러 옴,1
라크 그거 뺏기면 게임에서 죽는거야 ㅜ 와이 버리고 가냐고 ㅠㅠ,1
작가 역량 닿는 데까지 하겠지 ㅡㅡ,1
그래서 자목초는 언제 구하냐고..,1
본인 의지로 뒷 내용 궁금해서 봐놓고는 왜 찡찡대는거야 ㅋㅋㅋ 쿠키쿠키 거리는 사람들 좀 많이 짜침.,1
이거 별점이 왜이래,1
발이 이상하게 그려진게 있는거 같은데,0
이제 곧 둥지전인가....!!,1
작가님 그 무슨 유비님 뭐시기는 오글거리다못해 손가락이 쪼그라들정도였는데이번에는 그냥 유치하시네요,0
뜯어보면 문제점이 많은 건 사실,0
파도가 너무 크면 결국 널 잡아 먹게될거야,1
난잡한 그림이로군,0
신의탑 여기 잠들다..,1
휴재면 미리보기만 휴재해라 ㅡㅡ,0
화산지독 : 화산에서 가장 독한 놈,1
악플 수위가 너무 쌘거 아니냐.,0
작가가 중학교수준도 안되니 등장인물을 유치원생 이하 밖에 못 만드네 ㅋㅋ,0
지가 죽인 사람을 자기 딸을 위해 반찬으로 삼는다고?,1
도대체 몇세기적 감성인지.,0
중력반감이 머임??,1
파이팅!!!!!!!!!,1
"ㅋㅋㅋㅋㅋㅋㅋ이번 화로 가주들 포지션 x박아버림구스트앙 템빨러, 능력 없음",0
작가양반 너무 오그라드는데 ㅜㅜ,0
오우 설정 좀 소름인데,1
2 한번 끓어오르면 익히기에 오래걸리는 감자를 넣어주고 후추도 톡톡 넣어주세요.,0
